0.076738,0.18153,0.35995,0.59818,0.83295,0.013871,0.032591,0.062717,0.099249,0.12901,0.027197,0.024125,0.020003,0.015503,0.011229,0.0075935,0.0047899,0.97176,0.8831,0.73268,0.55462,0.38263,0.2402,0.1369,1,378,1
0.073753,0.17549,0.35034,0.58676,0.82423,0.025357,0.058346,0.11126,0.17651,0.2327,0.026013,0.025848,0.024007,0.020843,0.016911,0.012811,0.0090525,0.97099,0.97794,0.89921,0.75438,0.57679,0.40129,0.25348,1,378,47.833
0.062932,0.15062,0.30274,0.51099,0.7241,0.041154,0.092735,0.17525,0.27871,0.37265,0.022089,0.024587,0.025581,0.024879,0.022611,0.019189,0.015189,0.86137,0.96147,0.97977,0.91097,0.77193,0.59521,0.41667,1,378,94.667
0.047674,0.11477,0.23225,0.39508,0.56477,0.059299,0.13086,0.24505,0.3907,0.52983,0.016652,0.020763,0.0242,0.026364,0.026842,0.025517,0.022626,0.6784,0.83922,0.94778,0.97664,0.91719,0.78378,0.60809,1,378,141.5
0.032065,0.07764,0.15819,0.2712,0.39109,0.075857,0.16393,0.30422,0.48625,0.66877,0.011146,0.015568,0.020325,0.024804,0.028289,0.030126,0.029922,0.47437,0.65035,0.81399,0.92959,0.96751,0.91629,0.78787,1,378,188.33
0.019144,0.046627,0.095652,0.16526,0.24041,0.086155,0.18233,0.33531,0.53728,0.74947,0.0066224,0.010362,0.015155,0.020718,0.026468,0.031577,0.035134,0.29446,0.44741,0.62062,0.78551,0.90609,0.95105,0.9063,1,378,235.17
0.010149,0.024863,0.051353,0.089416,0.13122,0.08687,0.18004,0.32811,0.52705,0.74566,0.0034938,0.0061237,0.010033,0.015364,0.021987,0.029384,0.036623,0.16229,0.27329,0.42013,0.58932,0.75338,0.87638,0.92556,1,378,282
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
63.833,126.67,189.5,252.33,315.17,63.833,126.67,189.5,252.33,315.17,1,1,1,1,1,1,1,378,378,378,378,378,378,378,0,0,0
1,1,1,1,1,282,282,282,282,282,1,47.833,94.667,141.5,188.33,235.17,282,1,47.833,94.667,141.5,188.33,235.17,282,0,0,0
